,pointid_in_layer,layer_name,lclass,index,geometry,id,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDBI,NDWI,NDVI,BSI
1029,95,BareLand,6,1029,POINT (496025.4890040393 1273433.3968170001),795,0.06818055361509323,0.09520000219345093,0.12020000070333481,0.1599999964237213,0.20268750190734863,0.22929374873638153,0.25093749165534973,0.25619998574256897,0.280412495136261,0.265117347240448,0.3641499876976013,0.30153125524520874,0.17401467263698578,-0.3613177537918091,0.23113887012004852,0.13547424972057343
1030,64,RoadsAndPavements,1,1030,POINT (483101.4104133526 1276515.186969851),2734,0.0766187533736229,0.08449999988079071,0.08879999816417694,0.09149999916553497,0.10830625146627426,0.11051875352859497,0.12105000019073486,0.1014999970793724,0.12198124825954437,0.20258750021457672,0.1620437502861023,0.1482125073671341,0.22972941398620605,-0.06673672795295715,0.05181347206234932,0.1261708289384842
1031,478,AgriculturalLand,5,1031,POINT (485342.2349913852 1271995.8518673042),478,0.03926388919353485,0.05719999969005585,0.09440000355243683,0.05400000140070915,0.14858749508857727,0.24050624668598175,0.2591937482357025,0.2587999999523163,0.23223750293254852,0.19674861431121826,0.08659374713897705,0.05353749915957451,-0.4985795319080353,-0.4654586613178253,0.6547314524650574,-0.49219372868537903
1032,324,RoadsAndPavements,1,1032,POINT (485030.079705686 1288319.6980841598),2994,0.11675694584846497,0.1436000019311905,0.1615999937057495,0.18799999356269836,0.2061687558889389,0.20657500624656677,0.21941250562667847,0.2085999995470047,0.21640625596046448,0.2532062530517578,0.27773749828338623,0.26733124256134033,0.14215950667858124,-0.12695840001106262,0.05194150283932686,0.12771177291870117
1033,164,BareLand,6,1033,POINT (487562.19219299336 1281053.791420438),864,0.12036319077014923,0.15600000321865082,0.2184000015258789,0.2775999903678894,0.3081499934196472,0.318268746137619,0.3328562378883362,0.3312000036239624,0.3297187387943268,0.32395416498184204,0.43286874890327454,0.4329562485218048,0.13306230306625366,-0.2052401751279831,0.08804205060005188,0.1864788830280304
1034,586,Building,3,1034,POINT (484041.17445441545 1284405.35014018),1856,0.12322291731834412,0.21799999475479126,0.24420000612735748,0.2667999863624573,0.22611874341964722,0.25376251339912415,0.26183125376701355,0.28780001401901245,0.2580312490463257,0.2690604031085968,0.3156000077724457,0.31971874833106995,0.046072255820035934,-0.08195488899946213,0.03786512836813927,0.07389669865369797
1035,365,RoadsAndPavements,1,1035,POINT (490533.7961918658 1289468.4876867165),3035,0.11105069518089294,0.09430000185966492,0.09740000218153,0.10440000146627426,0.14566250145435333,0.15687499940395355,0.17602500319480896,0.12399999797344208,0.17617499828338623,0.23443958163261414,0.21299999952316284,0.20486250519752502,0.2640949487686157,-0.12014453113079071,0.08581436425447464,0.17242032289505005
1036,202,BareLand,6,1036,POINT (478452.1602172383 1283655.3753744997),902,0.11173749715089798,0.13760000467300415,0.19359999895095825,0.23899999260902405,0.28433749079704285,0.2987625002861023,0.3173312544822693,0.3100000023841858,0.321393758058548,0.3184249997138977,0.4323999881744385,0.3571062386035919,0.16487069427967072,-0.23113581538200378,0.12932604551315308,0.14228740334510803
1037,45,Building,3,1037,POINT (484212.47010288585 1280437.521101462),1315,0.10733125358819962,0.17159999907016754,0.23100000619888306,0.2062000036239624,0.24378125369548798,0.23184999823570251,0.24324999749660492,0.2547999918460846,0.27896249294281006,0.26703959703445435,0.39602500200271606,0.43796876072883606,0.2169938087463379,-0.048991356045007706,0.10542299598455429,0.20341406762599945
1038,517,Building,3,1038,POINT (487590.1979502347 1285603.2664475192),1787,0.14968332648277283,0.23600000143051147,0.2858000099658966,0.3077999949455261,0.29231876134872437,0.3057437539100647,0.3120500147342682,0.33000001311302185,0.30236876010894775,0.36024168133735657,0.2935187518596649,0.2815687358379364,-0.05850866436958313,-0.07177655398845673,0.034807149320840836,0.02022622711956501
1039,83,Building,3,1039,POINT (484540.5839315619 1282660.9237110845),1353,0.1070687472820282,0.11680000275373459,0.12939999997615814,0.15279999375343323,0.17945624887943268,0.19849374890327454,0.2209250032901764,0.20360000431537628,0.2547625005245209,0.2637999951839447,0.3495500087738037,0.28926876187324524,0.26385247707366943,-0.22282283008098602,0.1425364762544632,0.15957210958003998
1040,553,Water,4,1040,POINT (489986.3920281097 1285812.0954301402),4623,0.06585416942834854,0.08709999918937683,0.11100000143051147,0.09880000352859497,0.08538124710321426,0.04307499900460243,0.04411875084042549,0.03669999912381172,0.030631249770522118,0.0213666670024395,0.014637500047683716,0.013137499801814556,-0.4297540783882141,0.5030466914176941,-0.4583025872707367,-0.05032080039381981
1041,55,AgriculturalLand,5,1041,POINT (480520.232845498 1283045.7315802688),55,0.09076874703168869,0.093299999833107,0.12559999525547028,0.12839999794960022,0.19007499516010284,0.2684187591075897,0.30370625853538513,0.30160000920295715,0.34084999561309814,0.35708749294281006,0.38862499594688416,0.27118751406669617,0.12608207762241364,-0.41198500990867615,0.40279069542884827,0.0059000300243496895
1042,245,RoadsAndPavements,1,1042,POINT (476945.4286829182 1277041.595746273),2915,0.10002430528402328,0.1281999945640564,0.15139999985694885,0.16040000319480896,0.19546249508857727,0.21220624446868896,0.2263687551021576,0.2054000049829483,0.2396250069141388,0.282268762588501,0.26874375343322754,0.21763749420642853,0.13359609246253967,-0.15134529769420624,0.1230180412530899,0.062444012612104416
1043,176,Water,4,1043,POINT (492802.67125027115 1275803.2968183488),4246,0.05624791607260704,0.07800000160932541,0.10419999808073044,0.09080000221729279,0.07573124766349792,0.038493748754262924,0.03753750026226044,0.031300000846385956,0.028681250289082527,0.03233680501580238,0.017418749630451202,0.016712499782443047,-0.28492623567581177,0.538007378578186,-0.48730549216270447,-0.008244451135396957
1044,6,AgriculturalLand,5,1044,POINT (487138.35039906285 1287893.4180594783),6,0.10546736419200897,0.09380000084638596,0.12720000743865967,0.13500000536441803,0.20951250195503235,0.2733375132083893,0.29702499508857727,0.2800000011920929,0.2996625006198883,0.32516735792160034,0.28936249017715454,0.2504437565803528,0.016443829983472824,-0.3752455711364746,0.34939759969711304,0.015335983596742153
1045,590,AgriculturalLand,5,1045,POINT (482012.02208062547 1281988.9330035497),590,0.0706624984741211,0.08789999783039093,0.10939999669790268,0.13519999384880066,0.18344375491142273,0.24070000648498535,0.2775000035762787,0.2996000051498413,0.31279999017715454,0.31008264422416687,0.35074374079704285,0.24578750133514404,0.07864110171794891,-0.46503666043281555,0.3781048655509949,-0.008474438451230526
1046,56,Water,4,1046,POINT (483061.35570840497 1288295.4745725263),4126,0.039760418236255646,0.04610000178217888,0.05079999938607216,0.03819999843835831,0.05615625157952309,0.033662501722574234,0.031837500631809235,0.025800000876188278,0.020887499675154686,0.015352778136730194,0.011056249961256981,0.007899999618530273,-0.4000339210033417,0.3263707458972931,-0.19374999403953552,-0.21864406764507294
1047,500,Building,3,1047,POINT (487388.32724361 1285562.087207137),1770,0.14736388623714447,0.36880001425743103,0.4196000099182129,0.4472000002861023,0.3888624906539917,0.384856253862381,0.38903748989105225,0.44920000433921814,0.37453749775886536,0.32266318798065186,0.45781874656677246,0.4661562442779541,0.009502284228801727,-0.034069981426000595,0.0022311469074338675,0.05507604405283928
1048,143,Building,3,1048,POINT (484458.6107122225 1285012.1029969268),1413,0.1319020837545395,0.13600000739097595,0.15860000252723694,0.17980000376701355,0.20190000534057617,0.21143124997615814,0.22612500190734863,0.20239999890327454,0.2293124943971634,0.2634854018688202,0.24981875717639923,0.2349187433719635,0.10485798865556717,-0.1213296428322792,0.05913134664297104,0.10133694112300873
1049,422,Building,3,1049,POINT (485314.68154689285 1285499.2760015605),1692,0.15732291340827942,0.18000000715255737,0.20020000636577606,0.21940000355243683,0.26753124594688416,0.2719062566757202,0.28011876344680786,0.24639999866485596,0.26714375615119934,0.27721109986305237,0.2990249991416931,0.29314374923706055,0.09648439288139343,-0.1034482792019844,0.05796479061245918,0.09174537658691406
1050,103,Building,3,1050,POINT (484654.0046251532 1283611.065398605),1373,0.129743754863739,0.24160000681877136,0.28679999709129333,0.31520000100135803,0.27653124928474426,0.28059375286102295,0.28376874327659607,0.32280001044273376,0.28580623865127563,0.30782708525657654,0.4211062490940094,0.43066251277923584,0.13214871287345886,-0.05905511975288391,0.011912225745618343,0.13849323987960815
1051,340,Forest,0,1051,POINT (496836.751415649 1278263.877467794),2310,0.03631666675209999,0.048900000751018524,0.07169999927282333,0.05220000073313713,0.10163124650716782,0.22666874527931213,0.27355000376701355,0.27559998631477356,0.28803750872612,0.29612499475479126,0.18572500348091125,0.09841249883174896,-0.19481927156448364,-0.5871005058288574,0.6815131306648254,-0.3659922778606415
1052,306,Building,3,1052,POINT (486662.66564598953 1277288.0085945383),1576,0.24773819744586945,0.47839999198913574,0.5311999917030334,0.5648000240325928,0.5558562278747559,0.5551437735557556,0.541700005531311,0.5756000280380249,0.5235312581062317,0.421482652425766,0.6184187531471252,0.6183124780654907,0.03586103767156601,-0.04011564701795578,0.009470361284911633,0.05771390721201897
1053,173,Building,3,1053,POINT (483472.52589060756 1279808.4476792742),1443,0.09510277956724167,0.11320000141859055,0.14920000731945038,0.24300000071525574,0.2660062611103058,0.2757999897003174,0.27877500653266907,0.2766000032424927,0.271268755197525,0.2695194482803345,0.3530437648296356,0.34299373626708984,0.12140794098377228,-0.29920148849487305,0.06466512382030487,0.20106066763401031
1054,187,RoadsAndPavements,1,1054,POINT (481494.23652738973 1275127.5520126019),2857,0.10306736081838608,0.11320000141859055,0.14059999585151672,0.17319999635219574,0.18147499859333038,0.21598124504089355,0.22505000233650208,0.23960000276565552,0.2375812530517578,0.22844929993152618,0.2847437560558319,0.24221250414848328,0.08609571307897568,-0.2603892683982849,0.16085271537303925,0.08150414377450943
1055,514,SavannahGrassland,2,1055,POINT (489752.29951092944 1289156.009823367),3884,0.047695137560367584,0.06549999862909317,0.0949999988079071,0.08579999953508377,0.14198124408721924,0.24441249668598175,0.2823687493801117,0.30000001192092896,0.3214375078678131,0.30736875534057617,0.23302499949932098,0.13414999842643738,-0.12565076351165771,-0.5189873576164246,0.5552099347114563,-0.248612180352211
1056,372,Water,4,1056,POINT (493944.76361754513 1279643.4163818746),4442,0.05481249839067459,0.07320000231266022,0.08410000056028366,0.05040000006556511,0.04127499833703041,0.023399999365210533,0.024056250229477882,0.01850000023841858,0.016693750396370888,0.010967360809445381,0.008349999785423279,0.008100000210106373,-0.3780260682106018,0.6393762230873108,-0.46298983693122864,-0.2210386097431183
1057,66,BareLand,6,1057,POINT (494706.1933660579 1275799.5382855718),766,0.09059999883174896,0.14020000398159027,0.19979999959468842,0.26460000872612,0.2921062409877777,0.30687499046325684,0.32536250352859497,0.32839998602867126,0.33028125762939453,0.32039791345596313,0.424106240272522,0.41013750433921814,0.12718333303928375,-0.24346838891506195,0.10758852958679199,0.18029452860355377
1058,150,SavannahGrassland,2,1058,POINT (491785.46848390484 1272839.6328826463),3520,0.061787500977516174,0.06419999897480011,0.08969999849796295,0.0851999968290329,0.13668124377727509,0.23694999516010284,0.27630001306533813,0.3052000105381012,0.3151187598705292,0.32234862446784973,0.2467687427997589,0.14447499811649323,-0.10585970431566238,-0.5457077622413635,0.563524603843689,-0.23323456943035126
1059,610,Building,3,1059,POINT (483769.69880183844 1283870.9549231522),1880,0.15471041202545166,0.1599999964237213,0.17800000309944153,0.17180000245571136,0.22100000083446503,0.22493749856948853,0.2370000034570694,0.21719999611377716,0.26631250977516174,0.30454376339912415,0.35166874527931213,0.34014374017715454,0.2363792210817337,-0.09919027984142303,0.11670950800180435,0.1515432745218277
1060,690,RoadsAndPavements,1,1060,POINT (479169.41020931944 1266546.8197035952),3360,0.0873861089348793,0.10400000214576721,0.12300000339746475,0.13099999725818634,0.19406874477863312,0.19574999809265137,0.20899374783039093,0.1671999990940094,0.21235625445842743,0.24781180918216705,0.2518812417984009,0.23038749396800995,0.20206403732299805,-0.15230874717235565,0.1213950365781784,0.14256921410560608
1061,348,BareLand,6,1061,POINT (487400.1000196938 1280136.205454525),1048,0.09771735966205597,0.13840000331401825,0.19359999895095825,0.2563999891281128,0.30086249113082886,0.33649376034736633,0.357574999332428,0.36399999260902405,0.3628374934196472,0.35869792103767395,0.430400013923645,0.3636625111103058,0.08358509838581085,-0.30559539794921875,0.1734364926815033,0.10482532531023026
1062,6,RoadsAndPavements,1,1062,POINT (483688.50354219414 1276440.7181311133),2676,0.08527152985334396,0.10740000009536743,0.12020000070333481,0.13099999725818634,0.14178749918937683,0.14447499811649323,0.153756245970726,0.15379999577999115,0.1592937558889389,0.20153124630451202,0.22290000319480896,0.196150004863739,0.1834350973367691,-0.12262773513793945,0.08005618304014206,0.11209314316511154
1063,251,Forest,0,1063,POINT (494772.66179625975 1279521.4798486044),2221,0.04723750054836273,0.05090000107884407,0.07559999823570251,0.04899999871850014,0.11578749865293503,0.24242499470710754,0.28402501344680786,0.28780001401901245,0.30153125524520874,0.30588334798812866,0.1763249933719635,0.08805625140666962,-0.24018314480781555,-0.5839295387268066,0.7090261578559875,-0.42383837699890137
1064,174,RoadsAndPavements,1,1064,POINT (479440.3741146059 1275916.7673117784),2844,0.12428750097751617,0.1128000020980835,0.13019999861717224,0.1477999985218048,0.19308124482631683,0.2061000019311905,0.21729999780654907,0.18219999969005585,0.22682499885559082,0.2687062621116638,0.27297499775886536,0.25834375619888306,0.19942879676818848,-0.1664532721042633,0.10424242168664932,0.1585177779197693
1065,216,AgriculturalLand,5,1065,POINT (480558.07818967156 1282153.1713872366),216,0.09576249867677689,0.11500000208616257,0.15160000324249268,0.19859999418258667,0.245256245136261,0.279512494802475,0.3100062608718872,0.32440000772476196,0.35280001163482666,0.3555062413215637,0.4892687499523163,0.3921875059604645,0.20262391865253448,-0.3630252182483673,0.24053537845611572,0.14695140719413757
1066,181,Building,3,1066,POINT (483641.0942623964 1279734.3084288114),1451,0.08859791606664658,0.0885000005364418,0.11339999735355377,0.2152000069618225,0.27540624141693115,0.2826249897480011,0.28196874260902405,0.24799999594688416,0.2689937353134155,0.2663249969482422,0.3542124927043915,0.34834375977516174,0.17637047171592712,-0.37244051694869995,0.07081174105405807,0.2522585690021515
1067,576,Building,3,1067,POINT (484016.2053146381 1284393.800684321),1846,0.11884791404008865,0.1679999977350235,0.19900000095367432,0.21379999816417694,0.2147125005722046,0.2287749946117401,0.2423812448978424,0.22679999470710754,0.24764375388622284,0.28751319646835327,0.33796873688697815,0.32124999165534973,0.19683940708637238,-0.06528887152671814,0.02950521931052208,0.15083077549934387
1068,340,AgriculturalLand,5,1068,POINT (484186.180577147 1284259.244146897),340,0.07588125020265579,0.07129999995231628,0.10719999670982361,0.08240000158548355,0.14531874656677246,0.17248749732971191,0.18876250088214874,0.17659999430179596,0.1720999926328659,0.2601749897003174,0.12011250108480453,0.07931874692440033,-0.19037789106369019,-0.24453841149806976,0.3637065589427948,-0.21039381623268127
1069,271,Water,4,1069,POINT (483615.4394604803 1276700.905209833),4341,0.05374791845679283,0.06800000369548798,0.08829999715089798,0.07000000029802322,0.07098124921321869,0.050481248646974564,0.05624375119805336,0.04340000078082085,0.04691874980926514,0.20007917284965515,0.03623124957084656,0.024806249886751175,-0.09002432972192764,0.3409263491630554,-0.23456789553165436,-0.08047161251306534
1070,506,Building,3,1070,POINT (487586.9165910789 1285571.550321652),1776,0.16465416550636292,0.257999986410141,0.32440000772476196,0.36039999127388,0.4122999906539917,0.40331876277923584,0.406187504529953,0.37279999256134033,0.387681245803833,0.33287501335144043,0.40553125739097595,0.4379062354564667,0.042053110897541046,-0.06942053884267807,0.01691216602921486,0.1172104924917221
1071,249,Building,3,1071,POINT (486140.57810722006 1276266.0303891196),1519,0.0661604180932045,0.094200000166893,0.1273999959230423,0.24500000476837158,0.2282562553882599,0.2698187530040741,0.28882500529289246,0.30660000443458557,0.2943687438964844,0.29407501220703125,0.29151248931884766,0.2575187385082245,-0.025225186720490456,-0.41290321946144104,0.11167512834072113,0.11260560154914856
1072,629,AgriculturalLand,5,1072,POINT (479912.4049584561 1277539.5035180172),629,0.07446874678134918,0.10440000146627426,0.12800000607967377,0.15760000050067902,0.19338124990463257,0.24296875298023224,0.27403125166893005,0.2980000078678131,0.3119562566280365,0.3163604140281677,0.4063437581062317,0.3000375032424927,0.15382225811481476,-0.39906102418899536,0.308165043592453,0.06422685086727142
1073,656,SavannahGrassland,2,1073,POINT (476646.5972344027 1265632.458333557),4026,0.06366805732250214,0.09870000183582306,0.133200004696846,0.17260000109672546,0.21366874873638153,0.25174999237060547,0.2764500081539154,0.28360000252723694,0.3089500069618225,0.32413819432258606,0.41436249017715454,0.3068687617778778,0.1873488873243332,-0.36084452271461487,0.24331434071063995,0.11275501549243927
1074,275,Building,3,1074,POINT (487058.63128671434 1276950.911704054),1545,0.19197013974189758,0.19480000436306,0.1632000058889389,0.16539999842643738,0.19398124516010284,0.20372499525547028,0.25526875257492065,0.25619998574256897,0.29263749718666077,0.29639098048210144,0.38567501306533813,0.41635000705718994,0.20171372592449188,-0.2217453569173813,0.21537001430988312,0.12660372257232666
1075,176,AgriculturalLand,5,1075,POINT (483366.5515659729 1285720.312716708),176,0.06859374791383743,0.06480000168085098,0.09740000218153,0.08860000222921371,0.16268125176429749,0.22330625355243683,0.2454874962568283,0.2955999970436096,0.2526625096797943,0.2698499858379364,0.17560625076293945,0.1261499971151352,-0.2546522915363312,-0.5043256878852844,0.5387818813323975,-0.2532382905483246
1076,26,AgriculturalLand,5,1076,POINT (487920.0677216799 1270142.314403137),26,0.0548236109316349,0.05220000073313713,0.07880000025033951,0.05959999933838844,0.11975625157356262,0.22548750042915344,0.2664812505245209,0.26660001277923584,0.28251248598098755,0.3042263984680176,0.1712999939918518,0.10154999792575836,-0.2176295965909958,-0.5437174439430237,0.6345800161361694,-0.32847172021865845
1077,658,SavannahGrassland,2,1077,POINT (476655.3515479509 1265612.9122611282),4028,0.06382083147764206,0.10040000081062317,0.1324000060558319,0.16820000112056732,0.20929375290870667,0.25818750262260437,0.2807750105857849,0.29100000858306885,0.31584998965263367,0.31704792380332947,0.4106124937534332,0.2999562621116638,0.17048227787017822,-0.37458667159080505,0.2674216032028198,0.08929753303527832
1078,244,SavannahGrassland,2,1078,POINT (486520.6461414172 1272330.7974101491),3614,0.08364583551883698,0.0820000022649765,0.11219999939203262,0.133200004696846,0.17098750174045563,0.2278437465429306,0.25738126039505005,0.2669999897480011,0.2888687551021576,0.28866249322891235,0.2924937605857849,0.20275625586509705,0.04556574672460556,-0.4082278609275818,0.33433282375335693,-0.01904318667948246
1079,383,Building,3,1079,POINT (490120.67600629816 1285148.6191861348),1653,0.13879792392253876,0.251800000667572,0.2718000113964081,0.19920000433921814,0.2132062464952469,0.20378124713897705,0.21591874957084656,0.26460000872612,0.3040812611579895,0.27598750591278076,0.5519750118255615,0.56988126039505,0.351927250623703,0.01342281885445118,0.14100906252861023,0.19656549394130707
1080,578,AgriculturalLand,5,1080,POINT (481918.8016718685 1272981.0306812495),578,0.05571388825774193,0.06689999997615814,0.08659999817609787,0.07779999822378159,0.11680000275373459,0.13122500479221344,0.13954375684261322,0.15160000324249268,0.1281687468290329,0.12349652498960495,0.061631251126527786,0.03633749857544899,-0.4219304025173187,-0.2728799283504486,0.3217087984085083,-0.31374242901802063
1081,529,AgriculturalLand,5,1081,POINT (477341.2875318185 1268226.461305533),529,0.08629374951124191,0.1096000000834465,0.13379999995231628,0.17520000040531158,0.22466875612735748,0.25753751397132874,0.2918750047683716,0.30880001187324524,0.33480000495910645,0.3351062536239624,0.4809499979019165,0.36787500977516174,0.21798036992549896,-0.3953908681869507,0.27603304386138916,0.12967056035995483
1082,112,Water,4,1082,POINT (484637.4322323034 1286770.7553931626),4182,0.047600001096725464,0.04879999905824661,0.04639999940991402,0.03720000013709068,0.040031250566244125,0.047724999487400055,0.05183124914765358,0.03420000150799751,0.04436250030994415,0.1352187544107437,0.03330624848604202,0.026000000536441803,-0.013239515013992786,0.1513647586107254,-0.042016807943582535,-0.13543091714382172
1083,595,Forest,0,1083,POINT (495438.035795851 1279565.9111263545),2565,0.04360000044107437,0.05119999870657921,0.07580000162124634,0.051100000739097595,0.1146562471985817,0.24584375321865082,0.28648126125335693,0.29679998755455017,0.3179187476634979,0.3255270719528198,0.18963125348091125,0.09677500277757645,-0.2203163355588913,-0.5931293368339539,0.7062374353408813,-0.4035795331001282
1084,583,SavannahGrassland,2,1084,POINT (490602.8687043753 1289521.807710382),3953,0.09961041808128357,0.12680000066757202,0.1573999971151352,0.19539999961853027,0.2379624992609024,0.27559375762939453,0.3063249886035919,0.3131999969482422,0.31287500262260437,0.2981041669845581,0.35811251401901245,0.3283437490463257,0.0669025257229805,-0.33106672763824463,0.23161619901657104,0.0868942067027092
1085,246,SavannahGrassland,2,1085,POINT (486531.2366454789 1272329.3444524382),3616,0.0908736139535904,0.07620000094175339,0.0997999981045723,0.11940000206232071,0.18508124351501465,0.23231250047683716,0.25885623693466187,0.2712000012397766,0.2763499915599823,0.28341805934906006,0.30783748626708984,0.2288375049829483,0.0632731020450592,-0.46199461817741394,0.3886328637599945,0.0012039316352456808
1086,292,BareLand,6,1086,POINT (494783.8414994065 1272081.9962096799),992,0.10800694674253464,0.15440000593662262,0.2142000049352646,0.27239999175071716,0.2944687604904175,0.3031750023365021,0.320374995470047,0.3203999996185303,0.31933748722076416,0.32352501153945923,0.41084998846054077,0.4019937515258789,0.12369231134653091,-0.1986531913280487,0.08097165822982788,0.17368154227733612
1087,680,RoadsAndPavements,1,1087,POINT (479461.1467366805 1266473.9198541201),3350,0.08593472093343735,0.08299999684095383,0.08879999816417694,0.10260000079870224,0.15430624783039093,0.1608625054359436,0.16586874425411224,0.11020000278949738,0.16324375569820404,0.24434305727481842,0.2055875062942505,0.19312499463558197,0.3020623028278351,-0.10753768682479858,0.0357142873108387,0.2096947431564331
1088,560,BareLand,6,1088,POINT (485802.740884912 1284217.7605614613),1260,0.09417708218097687,0.1469999998807907,0.21160000562667847,0.26739999651908875,0.3048187494277954,0.32455000281333923,0.33972498774528503,0.3287999927997589,0.340031236410141,0.32774582505226135,0.4249562621116638,0.3813124895095825,0.12756942212581635,-0.21687638759613037,0.10298557579517365,0.15376663208007812
1089,654,Building,3,1089,POINT (486159.53215056116 1282572.3963266606),1924,0.259710431098938,0.37599998712539673,0.38359999656677246,0.40720000863075256,0.4382937550544739,0.42601874470710754,0.42961248755455017,0.3984000086784363,0.4155062437057495,0.39328959584236145,0.4136812388896942,0.4249187409877777,0.018817391246557236,-0.018925830721855164,-0.0109235355630517,0.03592783957719803
1090,389,AgriculturalLand,5,1090,POINT (488486.7899318847 1287212.0308728747),389,0.05519722402095795,0.08160000294446945,0.10679999738931656,0.11559999734163284,0.16107499599456787,0.250712513923645,0.28488126397132874,0.30820000171661377,0.3179812431335449,0.3093819320201874,0.3041437566280365,0.20363125205039978,-0.006624138914048672,-0.4853011965751648,0.45445963740348816,-0.09952840954065323
1091,255,BareLand,6,1091,POINT (479344.43426333385 1282779.9479124271),955,0.11628888547420502,0.1518000066280365,0.21459999680519104,0.26440000534057617,0.3002687394618988,0.3093374967575073,0.3287937641143799,0.3271999955177307,0.333118736743927,0.33303195238113403,0.4838062524795532,0.40748751163482666,0.193101167678833,-0.20782576501369476,0.10615280270576477,0.1675989180803299
1092,609,RoadsAndPavements,1,1092,POINT (483663.1618845651 1276517.397833416),3279,0.07715625315904617,0.10040000081062317,0.11819999665021896,0.13920000195503235,0.1851312518119812,0.2188750058412552,0.23676875233650208,0.20819999277591705,0.263637512922287,0.29548540711402893,0.3169187605381012,0.22894375026226044,0.20703651010990143,-0.2757352888584137,0.1986183077096939,0.08798566460609436
1093,667,RoadsAndPavements,1,1093,POINT (479738.4817545177 1266372.4390842791),3337,0.10041458159685135,0.1412000060081482,0.17640000581741333,0.20900000631809235,0.2401999980211258,0.2639937400817871,0.2835937440395355,0.26840001344680786,0.2955250144004822,0.30590832233428955,0.34385624527931213,0.29817500710487366,0.12324292212724686,-0.20683453977108002,0.12442396581172943,0.10643287748098373
1094,408,BareLand,6,1094,POINT (485218.23173606995 1288214.0472154533),1108,0.11325416713953018,0.14579999446868896,0.20239999890327454,0.25999999046325684,0.2924875020980835,0.3075437545776367,0.32257500290870667,0.3271999955177307,0.32326874136924744,0.3156374990940094,0.41273748874664307,0.3980812430381775,0.11560098081827164,-0.23564954102039337,0.11444141715765,0.16363213956356049
1095,367,BareLand,6,1095,POINT (483701.06263715524 1287621.3773098341),1067,0.11883958429098129,0.14880000054836273,0.2046000063419342,0.26339998841285706,0.299699991941452,0.31276875734329224,0.335875004529953,0.34040001034736633,0.3346250057220459,0.32564374804496765,0.4062125086784363,0.33771249651908875,0.08814813941717148,-0.2491743117570877,0.1275256723165512,0.10264258831739426
1096,183,Forest,0,1096,POINT (495112.36027459026 1279092.7098479655),2153,0.04021458327770233,0.05180000141263008,0.07689999788999557,0.04859999939799309,0.1181500032544136,0.25413748621940613,0.3053874969482422,0.31839999556541443,0.3257937431335449,0.32031041383743286,0.20155000686645508,0.1054999977350235,-0.2247331440448761,-0.6109284162521362,0.7351498603820801,-0.41216859221458435
1097,141,RoadsAndPavements,1,1097,POINT (483003.7246779543 1276829.376273663),2811,0.1586972177028656,0.188400000333786,0.24899999797344208,0.3046000003814697,0.33646249771118164,0.32993748784065247,0.3368062376976013,0.3240000009536743,0.3286937475204468,0.32013195753097534,0.39594998955726624,0.39874374866485596,0.09993749856948853,-0.13089005649089813,0.03086223267018795,0.1570592075586319
1098,1,AgriculturalLand,5,1098,POINT (487148.3947414968 1287903.6626814213),1,0.10055069625377655,0.09759999811649323,0.12620000541210175,0.13519999384880066,0.20416249334812164,0.2844874858856201,0.31632500886917114,0.27399998903274536,0.33541250228881836,0.3284173607826233,0.2939625084400177,0.25049376487731934,0.035147566348314285,-0.36931535601615906,0.33919844031333923,0.018610678613185883
1099,293,Forest,0,1099,POINT (494803.18288242177 1278939.4255804422),2263,0.04697708413004875,0.05139999836683273,0.0746999979019165,0.047600001096725464,0.11720000207424164,0.29019999504089355,0.3476937413215637,0.3508000075817108,0.3684687614440918,0.3633583188056946,0.19454999268054962,0.09314999729394913,-0.28651323914527893,-0.6488836407661438,0.7610442042350769,-0.48153606057167053
1100,598,AgriculturalLand,5,1100,POINT (482038.9231674332 1281995.2338554459),598,0.07195208221673965,0.094200000166893,0.11860000342130661,0.14640000462532043,0.18984374403953552,0.2410375028848648,0.26932498812675476,0.2865999937057495,0.30458125472068787,0.3055763840675354,0.361481249332428,0.24276874959468842,0.11554300040006638,-0.4146100580692291,0.32378754019737244,0.010868947952985764
1101,163,RoadsAndPavements,1,1101,POINT (482880.9678353567 1276773.5366036936),2833,0.16269931197166443,0.19280000030994415,0.25679999589920044,0.30720001459121704,0.34075623750686646,0.3335062563419342,0.34197500348091125,0.33079999685287476,0.3310624957084656,0.3360249996185303,0.4057312607765198,0.3987937569618225,0.10173533111810684,-0.12593601644039154,0.03699059411883354,0.14833658933639526
1102,378,Water,4,1102,POINT (494138.0308325102 1279917.5814789105),4448,0.0533437505364418,0.07050000131130219,0.07919999957084656,0.04650000110268593,0.03903749957680702,0.021400000900030136,0.021018749102950096,0.016599999740719795,0.014812500216066837,0.010575000196695328,0.00879374984651804,0.007231249939650297,-0.30740833282470703,0.6534446477890015,-0.4738510251045227,-0.2369413822889328
1103,117,AgriculturalLand,5,1103,POINT (481016.8261366125 1282090.0601225116),117,0.07752499729394913,0.09080000221729279,0.10980000346899033,0.13339999318122864,0.16478750109672546,0.18283124268054962,0.1985187530517578,0.18440000712871552,0.2170562446117401,0.2336062490940094,0.34299373626708984,0.3230937421321869,0.3007122278213501,-0.25356900691986084,0.16047829389572144,0.2477727234363556
